Race,Lap,Position,Overtaker,Overtaken,Turn,Year,Session
Germany,38,3,Hamilton,Hulkenberg,6,2019,R
Germany,46,3,Albon,Hamilton,4,2019,R
Germany,46,3,Hamilton,Albon,6,2019,R
Germany,46,4,Sainz,Albon,6,2019,R
Germany,46,5,Vettel,Giovinazzi,4,2019,R
Germany,46,5,Gasly,Albon,9,2019,R
Germany,46,6,Raikkonen,Albon,10,2019,R
Germany,46,7,Vettel,Albon,12,2019,R
Germany,48,1,Verstappen,Stroll,5,2019,R
Germany,48,7,Albon,Gasly,6,2019,R
Germany,48,10,Grosjean,Raikkonen,6,2019,R
Germany,50,6,Albon,Magnussen,5,2019,R
Germany,51,2,Kvyat,Stroll,5,2019,R
Germany,54,9,Grosjean,Magnussen,1,2019,R
Germany,54,10,Raikkonen,Magnussen,6,2019,R
Germany,60,4,Vettel,Sainz,6,2019,R
Germany,62,3,Vettel,Stroll,6,2019,R
Germany,62,8,Giovinazzi,Grosjean,6,2019,R
Germany,63,2,Vettel,Kvyat,2,2019,R
Hungary,2,4,Vettel,Bottas,1,2019,R
Hungary,8,13,Kvyat,Russell,1,2019,R
Hungary,8,17,Ricciardo,Giovinazzi,1,2019,R
Hungary,10,16,Ricciardo,Stroll,2,2019,R
Hungary,11,19,Bottas,Kubica,1,2019,R
Hungary,12,14,Magnussen,Russell,2,2019,R
Hungary,13,18,Bottas,Giovinazzi,1,2019,R
Hungary,14,15,Ricciardo,Russell,3,2019,R
Hungary,14,17,Bottas,Stroll,2,2019,R
Hungary,15,16,Bottas,Russell,1,2019,R
Hungary,18,12,Kvyat,Albon,4,2019,R
Hungary,24,15,Kvyat,Grosjean,1,2019,R
Hungary,31,10,Norris,Ricciardo,1,2019,R
Hungary,32,6,Gasly,Hulkenberg,1,2019,R
Hungary,32,11,Bottas,Ricciardo,1,2019,R
Hungary,33,7,Raikkonen,Hulkenberg,1,2019,R
Hungary,33,9,Norris,Magnussen,1,2019,R
Hungary,34,10,Bottas,Magnussen,1,2019,R
Hungary,49,11,Bottas,Albon,1,2019,R
Hungary,50,10,Bottas,Kvyat,2,2019,R
Hungary,51,9,Bottas,Perez,1,2019,R
Hungary,52,18,Stroll,Kubica,1,2019,R
Hungary,60,17,Stroll,Giovinazzi,1,2019,R
Hungary,61,11,Albon,Kvyat,1,2019,R
Hungary,63,8,Bottas,Norris,1,2019,R
Hungary,64,10,Albon,Perez,1,2019,R
Hungary,65,12,Hulkenberg,Kvyat,2,2019,R
Hungary,67,1,Hamilton,Verstappen,1,2019,R
Hungary,67,13,Magnussen,Kvyat,1,2019,R
Hungary,67,14,Ricciardo,Kvyat,1,2019,R
Hungary,68,3,Vettel,Leclerc,1,2019,R
Belgium,5,16,Ricciardo,Kubica,5,2019,R
Belgium,6,15,Ricciardo,Russell,5,2019,R
Belgium,6,17,Raikkonen,Kubica,5,2019,R
Belgium,7,16,Raikkonen,Russell,5,2019,R
Belgium,10,7,Perez,Magnussen,5,2019,R
Belgium,11,8,Gasly,Magnussen,5,2019,R
Belgium,12,9,Stroll,Magnussen,5,2019,R
Belgium,13,10,Kvyat,Magnussen,5,2019,R
Belgium,14,9,Giovinazzi,Magnussen,5,2019,R
Belgium,14,11,Albon,Magnussen,18,2019,R
Belgium,14,16,Gasly,Kubica,5,2019,R
Belgium,16,10,Ricciardo,Magnussen,5,2019,R
Belgium,17,4,Vettel,Norris,5,2019,R
Belgium,17,12,Perez,Raikkonen,5,2019,R
Belgium,17,13,Gasly,Raikkonen,5,2019,R
Belgium,17,15,Hulkenberg,Russell,5,2019,R
Belgium,17,16,Stroll,Russell,5,2019,R
Belgium,18,11,Perez,Magnussen,5,2019,R
Belgium,18,12,Gasly,Magnussen,18,2019,R
Belgium,18,14,Hulkenberg,Raikkonen,1,2019,R
Belgium,19,15,Stroll,Raikkonen,5,2019,R
Belgium,20,6,Norris,Giovinazzi,5,2019,R
Belgium,20,13,Hulkenberg,Magnussen,5,2019,R
Belgium,21,5,Norris,Kvyat,5,2019,R
Belgium,21,14,Stroll,Magnussen,5,2019,R
Belgium,24,9,Perez,Grosjean,5,2019,R
Belgium,26,7,Perez,Ricciardo,5,2019,R
Belgium,27,12,Kvyat,Stroll,5,2019,R
Belgium,28,17,Magnussen,Kubica,5,2019,R
Belgium,32,2,Hamilton,Vettel,5,2019,R
Belgium,32,10,Albon,Gasly,5,2019,R
Belgium,34,7,Kvyat,Ricciardo,5,2019,R
Belgium,34,10,Gasly,Grosjean,5,2019,R
Belgium,35,11,Giovinazzi,Grosjean,5,2019,R
Belgium,37,7,Albon,Kvyat,5,2019,R
Belgium,37,10,Giovinazzi,Gasly,5,2019,R
Belgium,37,17,Raikkonen,Kubica,5,2019,R
Belgium,39,10,Gasly,Ricciardo,5,2019,R
Belgium,40,11,Hulkenberg,Ricciardo,17,2019,R
Belgium,40,12,Stroll,Ricciardo,18,2019,R
Belgium,40,12,Hulkenberg,Grosjean,5,2019,R
Belgium,40,13,Stroll,Grosjean,5,2019,R
Belgium,41,14,Magnussen,Grosjean,10,2019,R
Belgium,44,5,Albon,Perez,5,2019,R
Italy,2,4,Vettel,Hulkenberg,1,2019,R
Italy,3,8,Albon,Sainz,4,2019,R
Italy,3,8,Sainz,Albon,6,2019,R
Italy,5,5,Ricciardo,Hulkenberg,1,2019,R
Italy,15,7,Albon,Giovinazzi,1,2019,R
Italy,15,15,Verstappen,Raikkonen,1,2019,R
Italy,18,13,Verstappen,Gasly,1,2019,R
Italy,22,3,Leclerc,Hulkenberg,11,2019,R
Italy,23,4,Hamilton,Hulkenberg,1,2019,R
Italy,26,2,Leclerc,Ricciardo,1,2019,R
Italy,26,3,Hamilton,Ricciardo,4,2019,R
Italy,32,11,Verstappen,Gasly,1,2019,R
Italy,33,14,Vettel,Russell,1,2019,R
Singapore,7,13,Ricciardo,Stroll,7,2019,R
Singapore,10,12,Ricciardo,Kvyat,14,2019,R
Singapore,10,13,Stroll,Kvyat,15,2019,R
Singapore,11,14,Perez,Kvyat,16,2019,R
Singapore,17,15,Raikkonen,Kubica,5,2019,R
Singapore,17,16,Perez,Kubica,18,2019,R
Singapore,17,17,Kvyat,Kubica,20,2019,R
Singapore,23,10,Albon,Hulkenberg,7,2019,R
Singapore,23,14,Raikkonen,Grosjean,7,2019,R
Singapore,27,4,Vettel,Stroll,7,2019,R
Singapore,29,3,Vettel,Ricciardo,7,2019,R
Singapore,29,5,Leclerc,Stroll,7,2019,R
Singapore,30,2,Vettel,Gasly,7,2019,R
Singapore,30,6,Verstappen,Stroll,7,2019,R
Singapore,31,1,Vettel,Giovinazzi,7,2019,R
Singapore,31,4,Leclerc,Ricciardo,7,2019,R
Singapore,31,5,Verstappen,Ricciardo,14,2019,R
Singapore,32,3,Leclerc,Gasly,7,2019,R
Singapore,32,4,Verstappen,Gasly,14,2019,R
Singapore,33,2,Leclerc,Giovinazzi,1,2019,R
Singapore,33,3,Verstappen,Giovinazzi,7,2019,R
Singapore,33,4,Hamilton,Giovinazzi,14,2019,R
Singapore,33,5,Hamilton,Ricciardo,7,2019,R
Singapore,33,6,Bottas,Ricciardo,14,2019,R
Singapore,33,7,Albon,Ricciardo,16,2019,R
Singapore,34,5,Bottas,Giovinazzi,1,2019,R
Singapore,34,6,Albon,Giovinazzi,6,2019,R
Singapore,34,7,Ricciardo,Giovinazzi,7,2019,R
Singapore,34,7,Hulkenberg,Giovinazzi,10,2019,R
Singapore,34,8,Norris,Giovinazzi,10,2019,R
Singapore,41,11,Gasly,Stroll,7,2019,R
Singapore,41,12,Hulkenberg,Stroll,16,2019,R
Singapore,48,8,Gasly,Magnussen,14,2019,R
Singapore,48,9,Gasly,Raikkonen,5,2019,R
Singapore,48,9,Hulkenberg,Magnussen,15,2019,R
Singapore,48,10,Hulkenberg,Raikkonen,7,2019,R
Singapore,48,12,Giovinazzi,Kvyat,10,2019,R
Singapore,48,14,Grosjean,Ricciardo,13,2019,R
Singapore,48,15,Sainz,Ricciardo,16,2019,R
Singapore,48,17,Stroll,Kubica,7,2019,R
Singapore,49,11,Giovinazzi,Raikkonen,1,2019,R
Singapore,50,14,Ricciardo,Kvyat,7,2019,R
Singapore,52,10,Giovinazzi,Magnussen,8,2019,R
Singapore,52,11,Grosjean,Magnussen,9,2019,R
Singapore,52,12,Sainz,Magnussen,16,2019,R
Singapore,52,13,Ricciardo,Magnussen,18,2019,R
Singapore,54,14,Stroll,Magnussen,16,2019,R
Singapore,54,15,Stroll,Kvyat,9,2019,R
Singapore,55,15,Kvyat,Magnussen,7,2019,R
Russia,4,9,Magnussen,Hulkenberg,2,2019,R
Russia,7,4,Bottas,Sainz,2,2019,R
Russia,8,7,Verstappen,Perez,5,2019,R
Russia,12,6,Verstappen,Norris,2,2019,R
Russia,14,8,Hulkenberg,Perez,13,2019,R
Russia,17,5,Verstappen,Sainz,2,2019,R
Russia,17,12,Albon,Kvyat,13,2019,R
Russia,20,16,Hulkenberg,Giovinazzi,2,2019,R
Russia,24,8,Albon,Gasly,5,2019,R
Russia,24,9,Kvyat,Gasly,13,2019,R
Russia,25,10,Sainz,Gasly,2,2019,R
Russia,37,10,Hulkenberg,Stroll,2,2019,R
Russia,42,6,Albon,Magnussen,13,2019,R
Russia,48,5,Albon,Sainz,5,2019,R
Japan,7,10,Ricciardo,Giovinazzi,1,2019,R
Japan,9,16,Leclerc,Verstappen,1,2019,R
Japan,11,15,Leclerc,Kvyat,13,2019,R
Japan,13,14,Leclerc,Raikkonen,15,2019,R
Japan,18,3,Vettel,Sainz,13,2019,R
Japan,18,11,Leclerc,Giovinazzi,1,2019,R
Japan,19,7,Albon,Perez,15,2019,R
Japan,21,5,Albon,Ricciardo,1,2019,R
Japan,24,9,Gasly,Norris,1,2019,R
Japan,25,8,Gasly,Kvyat,1,2019,R
Japan,25,10,Stroll,Norris,1,2019,R
Japan,25,11,Hulkenberg,Norris,13,2019,R
Japan,27,9,Hulkenberg,Kvyat,1,2019,R
Japan,27,10,Perez,Kvyat,1,2019,R
Japan,27,11,Leclerc,Kvyat,13,2019,R
Japan,30,9,Leclerc,Perez,13,2019,R
Japan,31,8,Leclerc,Hulkenberg,13,2019,R
Japan,33,7,Leclerc,Stroll,1,2019,R
Japan,34,6,Leclerc,Gasly,13,2019,R
Japan,38,13,Norris,Giovinazzi,1,2019,R
Japan,40,12,Norris,Grosjean,1,2019,R
Japan,41,10,Ricciardo,Perez,1,2019,R
Japan,44,9,Ricciardo,Hulkenberg,1,2019,R
Japan,48,7,Ricciardo,Gasly,1,2019,R
Mexico,4,4,Hamilton,Sainz,1,2019,R
Mexico,4,7,Verstappen,Bottas,13,2019,R
Mexico,5,9,Perez,Gasly,1,2019,R
Mexico,6,6,Bottas,Norris,1,2019,R
Mexico,8,5,Bottas,Sainz,1,2019,R
Mexico,10,8,Perez,Kvyat,1,2019,R
Mexico,15,5,Sainz,Albon,1,2019,R
Mexico,16,12,Kvyat,Sainz,1,2019,R
Mexico,16,12,Kvyat,Kubica,1,2019,R
Mexico,16,13,Kubica,Sainz,1,2019,R
Mexico,16,13,Sainz,Kubica,12,2019,R
Mexico,19,16,Raikkonen,Kubica,12,2019,R
Mexico,19,17,Raikkonen,Russell,1,2019,R
Mexico,21,11,Sainz,Magnussen,1,2019,R
Mexico,22,13,Verstappen,Magnussen,6,2019,R
Mexico,23,6,Kubica,Russell,6,2019,R
Mexico,23,14,Raikkonen,Magnussen,1,2019,R
Mexico,25,12,Verstappen,Gasly,1,2019,R
Mexico,28,11,Verstappen,Hulkenberg,1,2019,R
Mexico,30,10,Verstappen,Sainz,1,2019,R
Mexico,30,10,Sainz,Verstappen,3,2019,R
Mexico,30,10,Verstappen,Sainz,4,2019,R
Mexico,31,11,Hulkenberg,Sainz,1,2019,R
Mexico,35,12,Gasly,Sainz,4,2019,R
Mexico,42,7,Verstappen,Perez,1,2019,R
Austin,2,6,Ricciardo,Vettel,1,2019,R
Austin,4,13,Kvyat,Grosjean,12,2019,R
Austin,6,18,Russell,Kubica,12,2019,R
Austin,8,5,Ricciardo,Norris,12,2019,R
Austin,10,11,Kvyat,Magnussen,1,2019,R
Austin,11,14,Perez,Giovinazzi,11,2019,R
Austin,12,15,Albon,Giovinazzi,12,2019,R
Austin,16,2,Bottas,Leclerc,1,2019,R
Austin,16,3,Verstappen,Leclerc,12,2019,R
Austin,20,13,Raikkonen,Grosjean,11,2019,R
Austin,22,4,Leclerc,Hulkenberg,12,2019,R
Austin,23,6,Ricciardo,Perez,1,2019,R
Austin,23,7,Norris,Perez,12,2019,R
Austin,24,1,Bottas,Hamilton,12,2019,R
Austin,24,5,Ricciardo,Hulkenberg,12,2019,R
Austin,24,15,Magnussen,Grosjean,12,2019,R
Austin,25,6,Norris,Hulkenberg,1,2019,R
Austin,25,10,Albon,Raikkonen,12,2019,R
Austin,26,7,Sainz,Hulkenberg,12,2019,R
Austin,27,8,Gasly,Hulkenberg,12,2019,R
Austin,27,9,Albon,Hulkenberg,15,2019,R
Austin,29,12,Perez,Kvyat,15,2019,R
Austin,31,7,Albon,Sainz,12,2019,R
Austin,35,6,Albon,Norris,1,2019,R
Austin,37,5,Albon,Ricciardo,12,2019,R
Austin,41,10,Perez,Albon,1,2019,R
Austin,45,6,Albon,Sainz,12,2019,R
Austin,48,5,Albon,Ricciardo,1,2019,R
Austin,49,8,Norris,Gasly,12,2019,R
Austin,52,1,Bottas,Hamilton,12,2019,R
Brazil,2,12,Ricciardo,Norris,1,2019,R
Brazil,2,12,Norris,Ricciardo,4,2019,R
Brazil,4,7,Raikkonen,Grosjean,1,2019,R
Brazil,4,15,Sainz,Perez,1,2019,R
Brazil,5,8,Leclerc,Grosjean,1,2019,R
Brazil,7,7,Leclerc,Raikkonen,1,2019,R
Brazil,10,6,Leclerc,Gasly,1,2019,R
Brazil,16,19,Ricciardo,Russell,10,2019,R
Brazil,21,11,Sainz,Stroll,4,2019,R
Brazil,22,4,Hamilton,Leclerc,11,2019,R
Brazil,22,5,Verstappen,Leclerc,12,2019,R
Brazil,23,4,Verstappen,Hamilton,1,2019,R
Brazil,24,4,Hamilton,Albon,1,2019,R
Brazil,26,19,Russell,Kubica,1,2019,R
Brazil,27,9,Gasly,Stroll,1,2019,R
Brazil,29,3,Vettel,Leclerc,1,2019,R
Brazil,60,1,Verstappen,Hamilton,1,2019,R
Brazil,60,3,Albon,Vettel,1,2019,R
Brazil,60,7,Sainz,Grosjean,1,2019,R
Brazil,60,8,Raikkonen,Grosjean,4,2019,R
Brazil,60,9,Giovinazzi,Grosjean,5,2019,R
Brazil,60,10,Ricciardo,Grosjean,9,2019,R
Brazil,60,11,Kvyat,Ricciardo,3,2019,R
Brazil,60,11,Ricciardo,Perez,4,2019,R
Brazil,60,11,Ricciardo,Kvyat,8,2019,R
Brazil,60,12,Kvyat,Perez,4,2019,R
Brazil,60,12,Perez,Kvyat,10,2019,R
Brazil,60,13,Norris,Kvyat,12,2019,R
Brazil,60,13,Kvyat,Norris,14,2019,R
Brazil,60,15,Magnussen,Stroll,11,2019,R
Brazil,60,15,Stroll,Magnussen,13,2019,R
Brazil,60,16,Hulkenberg,Magnussen,13,2019,R
Brazil,61,13,Norris,Kvyat,1,2019,R
Brazil,61,14,Hulkenberg,Stroll,1,2019,R
Brazil,61,15,Stroll,Kvyat,4,2019,R
Brazil,61,15,Hulkenberg,Kvyat,2,2019,R
Brazil,62,12,Norris,Perez,2,2019,R
Brazil,62,16,Magnussen,Kvyat,2,2019,R
Brazil,63,12,Perez,Grosjean,4,2019,R
Brazil,64,13,Hulkenberg,Grosjean,1,2019,R
Brazil,64,14,Stroll,Grosjean,13,2019,R
Brazil,64,15,Magnussen,Grosjean,14,2019,R
Brazil,65,16,Kvyat,Grosjean,4,2019,R
Brazil,66,4,Leclerc,Vettel,1,2019,R
Brazil,70,3,Hamilton,Gasly,1,2019,R
Brazil,70,10,Magnussen,Hulkenberg,2,2019,R
Brazil,70,11,Kvyat,Hulkenberg,4,2019,R
Brazil,71,10,Kvyat,Magnussen,1,2019,R
Abu Dhabi,2,9,Hulkenberg,Magnussen,8,2019,R
Abu Dhabi,2,12,Giovinazzi,Stroll,8,2019,R
Abu Dhabi,2,14,Bottas,Raikkonen,12,2019,R
Abu Dhabi,5,13,Bottas,Stroll,5,2019,R
Abu Dhabi,6,10,Perez,Magnussen,12,2019,R
Abu Dhabi,6,12,Bottas,Giovinazzi,8,2019,R
Abu Dhabi,7,11,Bottas,Magnussen,12,2019,R
Abu Dhabi,9,17,Norris,Russell,8,2019,R
Abu Dhabi,10,15,Norris,Kubica,8,2019,R
Abu Dhabi,12,8,Bottas,Perez,8,2019,R
Abu Dhabi,13,7,Vettel,Perez,8,2019,R
Abu Dhabi,15,14,Sainz,Ricciardo,8,2019,R
Abu Dhabi,18,4,Bottas,Hulkenberg,8,2019,R
Abu Dhabi,18,12,Norris,Grosjean,8,2019,R
Abu Dhabi,18,13,Sainz,Grosjean,12,2019,R
Abu Dhabi,19,12,Hulkenberg,Sainz,8,2019,R
Abu Dhabi,19,16,Giovinazzi,Russell,8,2019,R
Abu Dhabi,21,8,Kvyat,Raikkonen,12,2019,R
Abu Dhabi,24,15,Giovinazzi,Kubica,12,2019,R
Abu Dhabi,25,18,Stroll,Kubica,8,2019,R
Abu Dhabi,26,16,Grosjean,Russell,12,2019,R
Abu Dhabi,32,2,Verstappen,Leclerc,8,2019,R
Abu Dhabi,35,18,Russell,Kubica,8,2019,R
Abu Dhabi,38,13,Raikkonen,Magnussen,8,2019,R
Abu Dhabi,39,4,Bottas,Albon,8,2019,R
Abu Dhabi,40,11,Perez,Ricciardo,8,2019,R
Abu Dhabi,43,12,Sainz,Magnussen,8,2019,R
Abu Dhabi,45,8,Perez,Hulkenberg,8,2019,R
Abu Dhabi,46,9,Kvyat,Hulkenberg,12,2019,R
Abu Dhabi,46,11,Sainz,Raikkonen,12,2019,R
Abu Dhabi,46,13,Ricciardo,Magnussen,8,2019,R
Abu Dhabi,46,18,Gasly,Kubica,12,2019,R
Abu Dhabi,49,12,Ricciardo,Raikkonen,8,2019,R
Abu Dhabi,53,5,Vettel,Albon,12,2019,R
Abu Dhabi,54,7,Perez,Norris,13,2019,R
Abu Dhabi,54,10,Sainz,Hulkenberg,12,2019,R
Abu Dhabi,54,11,Ricciardo,Hulkenberg,15,2019,R
Austria,3,3,Albon,Norris,4,2020,R
Austria,4,4,Hamilton,Norris,3,2020,R
Austria,6,14,Kvyat,Giovinazzi,4,2020,R
Austria,7,13,Kvyat,Magnussen,3,2020,R
Austria,9,3,Hamilton,Albon,4,2020,R
Austria,15,14,Ocon,Giovinazzi,4,2020,R
Austria,18,14,Raikkonen,Giovinazzi,4,2020,R
Austria,25,11,Ocon,Magnussen,3,2020,R
Austria,33,4,Perez,Norris,4,2020,R
Austria,36,14,Vettel,Grosjean,3,2020,R
Austria,44,12,Raikkonen,Russell,4,2020,R
Austria,55,3,Albon,Perez,3,2020,R
Austria,55,10,Kvyat,Giovinazzi,3,2020,R
Austria,61,2,Albon,Hamilton,4,2020,R
Austria,61,7,Sainz,Ocon,6,2020,R
Austria,61,11,Giovinazzi,Latifi,3,2020,R
Austria,62,6,Sainz,Gasly,3,2020,R
Austria,63,10,Giovinazzi,Vettel,4,2020,R
Austria,64,4,Leclerc,Norris,4,2020,R
Austria,64,9,Giovinazzi,Kvyat,3,2020,R
Austria,64,9,Kvyat,Giovinazzi,4,2020,R
Austria,64,12,Albon,Latifi,3,2020,R
Austria,66,3,Leclerc,Perez,3,2020,R
Austria,67,9,Giovinazzi,Kvyat,4,2020,R
Austria,67,11,Albon,Vettel,4,2020,R
Austria,68,11,Vettel,Albon,3,2020,R
Austria,69,4,Norris,Perez,3,2020,R
Austria,69,10,Vettel,Kvyat,3,2020,R
Austria,71,5,Sainz,Perez,4,2020,R
Styria,4,11,Magnussen,Russell,4,2020,R
Styria,4,13,Perez,Giovinazzi,4,2020,R
Styria,5,9,Stroll,Norris,4,2020,R
Styria,6,3,Bottas,Sainz,4,2020,R
Styria,7,12,Kvyat,Magnussen,3,2020,R
Styria,8,4,Albon,Sainz,4,2020,R
Styria,13,15,Raikkonen,Magnussen,4,2020,R
Styria,14,10,Perez,Norris,3,2020,R
Styria,17,8,Stroll,Gasly,4,2020,R
Styria,18,9,Perez,Gasly,4,2020,R
Styria,19,6,Ricciardo,Ocon,4,2020,R
Styria,21,10,Norris,Gasly,4,2020,R
Styria,36,9,Stroll,Raikkonen,4,2020,R
Styria,37,8,Stroll,Giovinazzi,3,2020,R
Styria,37,10,Sainz,Raikkonen,4,2020,R
Styria,38,9,Sainz,Giovinazzi,4,2020,R
Styria,39,8,Sainz,Perez,4,2020,R
Styria,39,8,Perez,Sainz,6,2020,R
Styria,41,13,Giovinazzi,Magnussen,4,2020,R
Styria,45,6,Perez,Stroll,6,2020,R
Styria,47,13,Raikkonen,Magnussen,7,2020,R
Styria,48,5,Perez,Ricciardo,4,2020,R
Styria,54,16,Gasly,Latifi,4,2020,R
Styria,55,15,Gasly,Russell,4,2020,R
Styria,66,2,Bottas,Verstappen,4,2020,R
Styria,66,2,Verstappen,Bottas,6,2020,R
Styria,67,2,Bottas,Verstappen,4,2020,R
Styria,68,12,Magnussen,Giovinazzi,4,2020,R
Styria,70,6,Stroll,Ricciardo,3,2020,R
Styria,70,7,Norris,Ricciardo,4,2020,R
Styria,71,6,Norris,Stroll,4,2020,R
Hungary,2,14,Ocon,Raikkonen,12,2020,R
Hungary,2,15,Ocon,Russell,1,2020,R
Hungary,3,10,Albon,Latifi,6,2020,R
Hungary,3,11,Ocon,Norris,1,2020,R
Hungary,4,4,Ocon,Hamilton,2,2020,R
Hungary,4,4,Hamilton,Ocon,13,2020,R
Hungary,4,6,Magnussen,Russell,13,2020,R
Hungary,4,7,Magnussen,Giovinazzi,1,2020,R
Hungary,4,8,Grosjean,Giovinazzi,12,2020,R
Hungary,4,9,Grosjean,Stroll,3,2020,R
Hungary,4,9,Stroll,Giovinazzi,12,2020,R
Hungary,4,10,Leclerc,Giovinazzi,12,2020,R
Hungary,4,11,Bottas,Giovinazzi,13,2020,R
Hungary,4,17,Kvyat,Gasly,1,2020,R
Hungary,5,9,Albon,Ricciardo,2,2020,R
Hungary,7,4,Stroll,Grosjean,1,2020,R
Hungary,8,6,Bottas,Leclerc,1,2020,R
Hungary,8,6,Leclerc,Bottas,2,2020,R
Hungary,10,6,Bottas,Leclerc,1,2020,R
Hungary,12,5,Bottas,Grosjean,1,2020,R
Hungary,14,14,Raikkonen,Gasly,1,2020,R
Hungary,15,15,Ocon,Gasly,1,2020,R
Hungary,16,3,Stroll,Magnussen,1,2020,R
Hungary,17,4,Bottas,Magnussen,1,2020,R
Hungary,18,7,Albon,Leclerc,1,2020,R
Hungary,19,8,Vettel,Leclerc,1,2020,R
Hungary,29,6,Albon,Grosjean,1,2020,R
Hungary,31,7,Perez,Grosjean,1,2020,R
Hungary,32,13,Leclerc,Norris,3,2020,R
Hungary,32,16,Russell,Ocon,2,2020,R
Hungary,33,8,Ricciardo,Grosjean,4,2020,R
Hungary,34,9,Sainz,Grosjean,2,2020,R
Hungary,37,8,Albon,Magnussen,1,2020,R
Hungary,39,9,Perez,Magnussen,2,2020,R
Hungary,46,8,Ricciardo,Magnussen,2,2020,R
Hungary,46,13,Ocon,Grosjean,1,2020,R
Hungary,47,14,Norris,Grosjean,2,2020,R
Hungary,51,17,Giovinazzi,Russell,2,2020,R
Hungary,60,10,Sainz,Leclerc,1,2020,R
Hungary,66,5,Albon,Vettel,2,2020,R
Hungary,69,13,Norris,Ocon,2,2020,R
Great Britain,11,12,Kvyat,Giovinazzi,6,2020,R
Great Britain,12,7,Stroll,Norris,15,2020,R
Great Britain,19,7,Norris,Ricciardo,7,2020,R
Great Britain,19,10,Ocon,Vettel,Loop,2020,R
Great Britain,22,5,Sainz,Grosjean,15,2020,R
Great Britain,24,6,Norris,Grosjean,15,2020,R
Great Britain,30,12,Gasly,Giovinazzi,15,2020,R
Great Britain,32,15,Latifi,Raikkonen,15,2020,R
Great Britain,36,7,Ricciardo,Grosjean,6,2020,R
Great Britain,36,8,Stroll,Grosjean,15,2020,R
Great Britain,37,10,Gasly,Vettel,16,2020,R
Great Britain,39,15,Albon,Raikkonen,15,2020,R
Great Britain,45,12,Albon,Giovinazzi,15,2020,R
Great Britain,45,13,Albon,Russell,6,2020,R
Great Britain,46,8,Ocon,Stroll,6,2020,R
Great Britain,49,9,Gasly,Stroll,1,2020,R
Great Britain,49,11,Albon,Vettel,15,2020,R
Great Britain,51,9,Albon,Stroll,9,2020,R
Great Britain,10,14,Gasly,Raikkonen,15,2020,R
Great Britain,13,15,Albon,Raikkonen,9,2020,R
Great Britain,15,5,Hamilton,Leclerc,15,2020,R
Great Britain,17,11,Vettel,Grosjean,6,2020,R
Great Britain,17,12,Norris,Grosjean,15,2020,R
Great Britain,20,10,Leclerc,Norris,4,2020,R
Great Britain,21,12,Albon,Gasly,7,2020,R
Great Britain,27,1,Verstappen,Bottas,7,2020,R
Great Britain,29,7,Albon,Norris,7,2020,R
Great Britain,31,7,Kvyat,Ocon,3,2020,R
Great Britain,31,9,Sainz,Ricciardo,3,2020,R
Great Britain,35,8,Albon,Ocon,15,2020,R
Great Britain,35,10,Norris,Ricciardo,15,2020,R
Great Britain,45,3,Hamilton,Leclerc,15,2020,R
Great Britain,50,2,Hamilton,Bottas,6,2020,R
Great Britain,50,5,Albon,Stroll,9,2020,R
Spain,2,12,Kvyat,Ricciardo,4,2020,R
Spain,5,3,Bottas,Stroll,1,2020,R
Spain,20,14,Ocon,Raikkonen,1,2020,R
Spain,20,15,Albon,Raikkonen,4,2020,R
Spain,23,16,Kvyat,Latifi,1,2020,R
Spain,28,9,Ocon,Magnussen,1,2020,R
Spain,28,10,Albon,Magnussen,3,2020,R
Spain,28,11,Sainz,Magnussen,4,2020,R
Spain,29,10,Sainz,Albon,1,2020,R
Spain,30,6,Sainz,Ocon,1,2020,R
Spain,31,6,Perez,Sainz,1,2020,R
Spain,33,8,Albon,Ocon,1,2020,R
Spain,35,4,Stroll,Ricciardo,1,2020,R
Spain,55,16,Raikkonen,Grosjean,1,2020,R
Spain,56,5,Stroll,Vettel,1,2020,R
Spain,59,6,Sainz,Vettel,1,2020,R
Spain,59,17,Giovinazzi,Grosjean,1,2020,R
Belgium,2,9,Gasly,Perez,2,2020,R
Belgium,3,8,Gasly,Leclerc,5,2020,R
Belgium,4,9,Perez,Leclerc,5,2020,R
Belgium,6,10,Norris,Leclerc,5,2020,R
Belgium,7,11,Kvyat,Leclerc,5,2020,R
Belgium,8,18,Latifi,Magnussen,5,2020,R
Belgium,16,12,Raikkonen,Vettel,5,2020,R
Belgium,17,5,Ricciardo,Perez,5,2020,R
Belgium,17,6,Albon,Perez,18,2020,R
Belgium,21,4,Ricciardo,Gasly,5,2020,R
Belgium,24,5,Albon,Gasly,5,2020,R
Belgium,26,6,Ocon,Gasly,5,2020,R
Belgium,29,11,Perez,Vettel,5,2020,R
Belgium,30,13,Gasly,Grosjean,5,2020,R
Belgium,32,12,Gasly,Vettel,5,2020,R
Belgium,33,10,Perez,Raikkonen,5,2020,R
Belgium,34,11,Gasly,Raikkonen,5,2020,R
Belgium,35,15,Leclerc,Magnussen,5,2020,R
Belgium,36,9,Perez,Kvyat,5,2020,R
Belgium,37,7,Norris,Stroll,5,2020,R
Belgium,40,9,Gasly,Perez,5,2020,R
Belgium,44,5,Ocon,Albon,5,2020,R
Italy,2,7,Stroll,Verstappen,1,2020,R
Italy,2,17,Vettel,Russell,1,2020,R
Italy,3,7,Verstappen,Stroll,1,2020,R
Italy,4,14,Albon,Giovinazzi,4,2020,R
Italy,17,13,Albon,Leclerc,4,2020,R
