Race,Lap,Position,Overtaker,Overtaken,Turn,Year,Session
France,2,15,Stroll,Latifi,12,2021,R
France,2,17,Tsunoda,Russell,3,2021,R
France,4,16,Tsunoda,Latifi,8,2021,R
France,4,19,Mazepin,Schumacher,3,2021,R
France,9,14,Stroll,Raikkonen,8,2021,R
France,11,8,Ricciardo,Alonso,8,2021,R
France,11,9,Norris,Alonso,11,2021,R
France,13,10,Vettel,Alonso,8,2021,R
France,13,17,Russell,Latifi,8,2021,R
France,14,7,Ricciardo,Leclerc,8,2021,R
France,14,12,Stroll,Giovinazzi,1,2021,R
France,15,18,Leclerc,Mazepin,8,2021,R
France,18,12,Leclerc,Latifi,8,2021,R
France,20,2,Verstappen,Hamilton,1,2021,R
France,22,10,Leclerc,Raikkonen,8,2021,R
France,23,11,Ricciardo,Raikkonen,1,2021,R
France,24,9,Leclerc,Giovinazzi,8,2021,R
France,25,9,Ricciardo,Giovinazzi,8,2021,R
France,26,7,Leclerc,Ocon,8,2021,R
France,26,10,Sainz,Giovinazzi,8,2021,R
France,26,11,Gasly,Giovinazzi,10,2021,R
France,26,13,Norris,Raikkonen,8,2021,R
France,27,8,Ricciardo,Ocon,1,2021,R
France,28,7,Ricciardo,Leclerc,8,2021,R
France,29,8,Sainz,Leclerc,1,2021,R
France,29,9,Norris,Leclerc,14,2021,R
France,29,10,Norris,Gasly,8,2021,R
France,30,10,Gasly,Leclerc,1,2021,R
France,31,8,Norris,Sainz,8,2021,R
France,31,11,Alonso,Leclerc,8,2021,R
France,31,16,Ocon,Latifi,8,2021,R
France,32,17,Giovinazzi,Latifi,1,2021,R
France,33,7,Norris,Ricciardo,8,2021,R
France,34,6,Norris,Stroll,8,2021,R
France,36,8,Gasly,Sainz,8,2021,R
France,37,8,Alonso,Sainz,1,2021,R
France,44,2,Verstappen,Bottas,10,2021,R
France,49,3,Perez,Bottas,10,2021,R
France,50,12,Russell,Tsunoda,8,2021,R
France,52,1,Verstappen,Hamilton,8,2021,R
Styria,10,3,Perez,Norris,3,2021,R
Styria,11,4,Bottas,Norris,3,2021,R
Styria,14,16,Leclerc,Mazepin,3,2021,R
Styria,22,15,Leclerc,Giovinazzi,3,2021,R
Styria,24,14,Leclerc,Ocon,4,2021,R
Styria,32,6,Norris,Raikkonen,4,2021,R
Styria,41,13,Leclerc,Raikkonen,4,2021,R
Styria,44,6,Sainz,Stroll,4,2021,R
Styria,45,11,Leclerc,Giovinazzi,3,2021,R
Styria,49,10,Leclerc,Vettel,4,2021,R
Styria,54,9,Leclerc,Tsunoda,4,2021,R
Styria,55,8,Leclerc,Alonso,4,2021,R
Styria,59,7,Leclerc,Stroll,3,2021,R
Styria,67,11,Raikkonen,Vettel,4,2021,R
Austria,4,3,Hamilton,Bottas,6,2021,R
Austria,4,4,Bottas,Hamilton,3,2021,R
Austria,4,8,Vettel,Perez,6,2021,R
Austria,4,9,Ricciardo,Perez,6,2021,R
Austria,4,10,Ricciardo,Leclerc,3,2021,R
Austria,4,18,Giovinazzi,Mazepin,4,2021,R
Austria,5,14,Alonso,Raikkonen,1,2021,R
Austria,5,14,Raikkonen,Alonso,6,2021,R
Austria,5,16,Latifi,Schumacher,3,2021,R
Austria,6,17,Giovinazzi,Schumacher,3,2021,R
Austria,14,7,Leclerc,Perez,5,2021,R
Austria,17,5,Ricciardo,Vettel,4,2021,R
Austria,20,2,Hamilton,Norris,5,2021,R
Austria,25,12,Gasly,Latifi,4,2021,R
Austria,33,11,Tsunoda,Latifi,4,2021,R
Austria,37,13,Russell,Stroll,3,2021,R
Austria,49,8,Sainz,Tsunoda,4,2021,R
Austria,53,3,Norris,Hamilton,6,2021,R
Austria,67,10,Alonso,Russell,4,2021,R
Austria,70,6,Sainz,Ricciardo,4,2021,R
Austria,70,12,Vettel,Raikkonen,5,2021,R
GB,2,17,Sainz,Tsunoda,5,2021,S
GB,5,17,Tsunoda,Latifi,7,2021,S
GB,6,5,Norris,Alonso,3,2021,S
GB,9,6,Ricciardo,Alonso,4,2021,S
GB,9,12,Sainz,Raikkonen,9,2021,S
GB,13,11,Sainz,Gasly,17,2021,S
Britain,5,6,Sainz,Alonso,6,2021,R
Britain,5,9,Ocon,Raikkonen,3,2021,R
Britain,7,13,Perez,Russell,15,2021,R
Britain,9,12,Perez,Giovinazzi,6,2021,R
Britain,19,17,Vettel,Schumacher,6,2021,R
Britain,20,14,Perez,Raikkonen,6,2021,R
Britain,23,4,Bottas,Alonso,6,2021,R
Britain,23,5,Norris,Alonso,16,2021,R
Britain,25,9,Alonso,Stroll,6,2021,R
Britain,31,3,Hamilton,Norris,9,2021,R
Britain,39,16,Perez,Vettel,6,2021,R
Britain,41,13,Perez,Russell,17,2021,R
Britain,41,14,Perez,Giovinazzi,6,2021,R
Britain,43,12,Perez,Tsunoda,6,2021,R
Britain,46,11,Perez,Raikkonen,16,2021,R
Britain,48,13,Gasly,Giovinazzi,6,2021,R
Britain,50,1,Hamilton,Leclerc,9,2021,R
Britain,50,11,Gasly,Russell,15,2021,R
Hungary,10,13,Hamilton,Giovinazzi,1,2021,R
Hungary,14,10,Verstappen,Schumacher,3,2021,R
Hungary,15,11,Gasly,Schumacher,2,2021,R
Hungary,16,11,Hamilton,Schumacher,1,2021,R
Hungary,21,10,Hamilton,Ricciardo,1,2021,R
Hungary,24,8,Hamilton,Schumacher,1,2021,R
Hungary,27,7,Hamilton,Latifi,1,2021,R
Hungary,32,5,Hamilton,Tsunoda,4,2021,R
Hungary,33,9,Russell,Schumacher,3,2021,R
Hungary,34,10,Ricciardo,Schumacher,2,2021,R
Hungary,34,11,Verstappen,Schumacher,3,2021,R
Hungary,40,7,Gasly,Latifi,1,2021,R
Hungary,50,11,Verstappen,Raikkonen,1,2021,R
Hungary,60,10,Verstappen,Ricciardo,2,2021,R
Hungary,65,4,Hamilton,Alonso,2,2021,R
Hungary,67,3,Hamilton,Sainz,1,2021,R
Netherlands,13,16,Latifi,Mazepin,1,2021,R
Netherlands,15,17,Perez,Mazepin,11,2021,R
Netherlands,18,16,Perez,Latifi,11,2021,R
Netherlands,20,15,Perez,Kubica,1,2021,R
Netherlands,23,14,Perez,Tsunoda,11,2021,R
Netherlands,28,6,Gasly,Alonso,1,2021,R
Netherlands,32,13,Russell,Kubica,1,2021,R
Netherlands,33,14,Stroll,Kubica,1,2021,R
Netherlands,48,11,Perez,Russell,11,2021,R
Netherlands,54,10,Perez,Ricciardo,1,2021,R
Netherlands,65,9,Perez,Norris,2,2021,R
Netherlands,69,8,Perez,Ocon,11,2021,R
Netherlands,70,15,Kubica,Latifi,1,2021,R
Netherlands,71,6,Alonso,Sainz,1,2021,R
Italy,4,11,Alonso,Vettel,6,2021,S
Italy,4,15,Mazepin,Schumacher,1,2021,S
Italy,4,16,Russell,Schumacher,4,2021,S
Italy,6,15,Russell,Mazepin,1,2021,S
Italy,10,9,Perez,Stroll,1,2021,S
Italy,3,14,Bottas,Kubica,1,2021,R
Italy,5,13,Bottas,Russell,1,2021,R
Italy,9,6,Perez,Sainz,4,2021,R
Italy,11,11,Bottas,Ocon,1,2021,R
Italy,13,10,Bottas,Latifi,1,2021,R
Italy,17,9,Bottas,Alonso,1,2021,R
Italy,22,8,Bottas,Stroll,1,2021,R
Italy,24,1,Hamilton,Norris,4,2021,R
Italy,25,4,Ricciardo,Sainz,1,2021,R
Italy,31,2,Norris,Leclerc,3,2021,R
Italy,31,14,Giovinazzi,Schumacher,2,2021,R
Italy,32,5,Bottas,Sainz,1,2021,R
Italy,32,10,Ocon,Latifi,1,2021,R
Italy,33,4,Leclerc,Bottas,4,2021,R
Italy,34,4,Bottas,Leclerc,1,2021,R
Italy,43,3,Bottas,Perez,4,2021,R
Italy,43,3,Perez,Bottas,6,2021,R
Italy,45,12,Vettel,Kubica,4,2021,R
Russia,2,6,Hamilton,Alonso,4,2021,R
Russia,2,16,Verstappen,Latifi,13,2021,R
Russia,6,14,Verstappen,Bottas,13,2021,R
Russia,8,13,Verstappen,Gasly,13,2021,R
Russia,8,17,Giovinazzi,Latifi,4,2021,R
Russia,8,17,Latifi,Giovinazzi,5,2021,R
Russia,10,11,Leclerc,Vettel,5,2021,R
Russia,10,11,Vettel,Leclerc,6,2021,R
Russia,10,12,Verstappen,Leclerc,7,2021,R
Russia,13,1,Norris,Sainz,13,2021,R
Russia,13,10,Verstappen,Vettel,13,2021,R
Russia,27,6,Sainz,Bottas,2,2021,R
Russia,28,11,Verstappen,Russell,2,2021,R
Russia,30,5,Hamilton,Gasly,13,2021,R
Russia,30,6,Hamilton,Sainz,2,2021,R
Russia,31,8,Ricciardo,Stroll,13,2021,R
Russia,32,9,Verstappen,Stroll,2,2021,R
Russia,34,3,Norris,Leclerc,3,2021,R
Russia,35,4,Hamilton,Leclerc,13,2021,R
Russia,36,13,Leclerc,Bottas,2,2021,R
Russia,38,6,Alonso,Verstappen,2,2021,R
Russia,42,9,Leclerc,Russell,4,2021,R
Russia,44,4,Perez,Ricciardo,13,2021,R
Russia,44,8,Leclerc,Stroll,13,2021,R
Russia,44,11,Vettel,Ocon,13,2021,R
Russia,47,3,Perez,Sainz,13,2021,R
Russia,47,5,Alonso,Ricciardo,13,2021,R
Russia,47,9,Vettel,Stroll,10,2021,R
Russia,47,16,Giovinazzi,Latifi,12,2021,R
Russia,48,4,Alonso,Sainz,8,2021,R
Russia,50,3,Leclerc,Alonso,8,2021,R
Russia,50,4,Leclerc,Perez,17,2021,R
Russia,50,5,Verstappen,Perez,16,2021,R
Russia,50,6,Verstappen,Vettel,5,2021,R
Russia,50,11,Bottas,Ocon,2,2021,R
Russia,50,15,Stroll,Giovinazzi,3,2021,R
Turkey,5,14,Sainz,Russell,13,2021,R
Turkey,6,13,Sainz,Raikkonen,12,2021,R
Turkey,7,12,Sainz,Giovinazzi,12,2021,R
Turkey,8,8,Hamilton,Tsunoda,3,2021,R
Turkey,8,11,Sainz,Ocon,12,2021,R
Turkey,9,7,Hamilton,Stroll,4,2021,R
Turkey,10,6,Hamilton,Norris,12,2021,R
Turkey,13,10,Sainz,Vettel,12,2021,R
Turkey,14,5,Hamilton,Gasly,12,2021,R
Turkey,17,9,Sainz,Tsunoda,12,2021,R
Turkey,33,16,Ricciardo,Latifi,1,2021,R
Turkey,37,16,Alonso,Vettel,8,2021,R
Turkey,46,8,Sainz,Ocon,1,2021,R
Turkey,47,1,Bottas,Leclerc,1,2021,R
Turkey,51,3,Perez,Leclerc,12,2021,R
Turkey,53,9,Stroll,Ocon,1,2021,R
Turkey,56,11,Giovinazzi,Ricciardo,14,2021,R
Austin,2,17,Stroll,Schumacher,1,2021,R
Austin,6,19,Latifi,Ocon,1,2021,R
Austin,11,4,Verstappen,Ricciardo,12,2021,R
Austin,12,8,Sainz,Vettel,12,2021,R
Austin,12,10,Norris,Stroll,1,2021,R
Austin,13,8,Norris,Vettel,1,2021,R
Austin,16,13,Raikkonen,Alonso,1,2021,R
Austin,18,8,Tsunoda,Stroll,12,2021,R
Austin,18,9,Bottas,Stroll,12,2021,R
Austin,19,8,Bottas,Tsunoda,13,2021,R
Austin,25,13,Vettel,Russell,19,2021,R
Austin,26,12,Vettel,Giovinazzi,12,2021,R
Austin,26,12,Giovinazzi,Vettel,13,2021,R
Austin,34,10,Tsunoda,Stroll,12,2021,R
Austin,34,11,Raikkonen,Stroll,12,2021,R
Austin,50,11,Vettel,Giovinazzi,12,2021,R
Austin,55,6,Bottas,Sainz,12,2021,R
Mexico,5,6,Sainz,Giovinazzi,1,2021,R
Mexico,5,11,Alonso,Mazepin,1,2021,R
Mexico,9,9,Raikkonen,Russell,1,2021,R
Mexico,9,13,Norris,Latifi,1,2021,R
Mexico,10,10,Alonso,Russell,2,2021,R
Mexico,11,12,Norris,Mazepin,1,2021,R
Mexico,12,13,Ocon,Mazepin,5,2021,R
Mexico,15,11,Norris,Russell,1,2021,R
Mexico,30,4,Leclerc,Hamilton,1,2021,R
Mexico,32,8,Leclerc,Alonso,1,2021,R
Mexico,39,14,Ocon,Russell,4,2021,R
Mexico,46,13,Bottas,Ocon,1,2021,R
Mexico,55,15,Stroll,Russell,2,2021,R
Brazil,2,11,Giovinazzi,Alonso,1,2021,S
Brazil,2,12,Raikkonen,Alonso,1,2021,S
Brazil,4,2,Verstappen,Sainz,1,2021,S
Brazil,4,11,Alonso,Giovinazzi,1,2021,S
Brazil,4,13,Hamilton,Tsunoda,1,2021,S
Brazil,8,11,Hamilton,Alonso,1,2021,S
Brazil,9,5,Norris,Leclerc,4,2021,S
Brazil,13,10,Hamilton,Ricciardo,1,2021,S
Brazil,15,9,Hamilton,Vettel,1,2021,S
Brazil,17,7,Hamilton,Gasly,1,2021,S
Brazil,20,6,Hamilton,Leclerc,4,2021,S
Brazil,24,5,Hamilton,Norris,1,2021,S
Brazil,2,9,Ocon,Ricciardo,2,2021,R
Brazil,3,5,Hamilton,Sainz,1,2021,R
Brazil,3,13,Tsunoda,Giovinazzi,1,2021,R
Brazil,3,15,Mazepin,Schumacher,1,2021,R
Brazil,3,17,Latifi,Russell,1,2021,R
Brazil,10,19,Norris,Tsunoda,1,2021,R
Brazil,10,18,Tsunoda,Latifi,11,2021,R
Brazil,11,15,Raikkonen,Schumacher,1,2021,R
Brazil,16,14,Norris,Mazepin,1,2021,R
Brazil,17,16,Tsunoda,Raikkonen,2,2021,R
Brazil,18,2,Hamilton,Perez,1,2021,R
Brazil,18,2,Perez,Hamilton,4,2021,R
Brazil,19,2,Hamilton,Perez,1,2021,R
Brazil,20,8,Vettel,Ricciardo,4,2021,R
Brazil,21,11,Alonso,Stroll,1,2021,R
Brazil,28,4,Hamilton,Ricciardo,4,2021,R
Brazil,28,11,Sainz,Giovinazzi,9,2021,R
Brazil,28,18,Stroll,Latifi,1,2021,R
Brazil,29,9,Sainz,Norris,1,2021,R
Brazil,30,10,Gasly,Norris,1,2021,R
Brazil,32,12,Ocon,Russell,1,2021,R
Brazil,33,17,Raikkonen,Latifi,1,2021,R
Brazil,34,13,Vettel,Russell,1,2021,R
Brazil,36,13,Alonso,Russell,4,2021,R
Brazil,37,10,Ocon,Tsunoda,1,2021,R
Brazil,39,10,Alonso,Tsunoda,1,2021,R
Brazil,40,10,Alonso,Vettel,1,2021,R
Brazil,41,12,Stroll,Russell,1,2021,R
Brazil,45,4,Perez,Leclerc,1,2021,R
Brazil,45,12,Raikkonen,Stroll,1,2021,R
Brazil,45,13,Norris,Stroll,4,2021,R
Brazil,47,12,Norris,Raikkonen,4,2021,R
Brazil,59,1,Hamilton,Verstappen,4,2021,R
Brazil,60,8,Gasly,Ocon,1,2021,R
Brazil,61,7,Gasly,Alonso,4,2021,R
Qatar,2,9,Stroll,Perez,1,2021,R
Qatar,2,9,Perez,Stroll,2,2021,R
Qatar,5,2,Verstappen,Alonso,1,2021,R
Qatar,5,8,Perez,Tsunoda,1,2021,R
Qatar,6,12,Leclerc,Raikkonen,1,2021,R
Qatar,7,15,Ricciardo,Russell,1,2021,R
Qatar,8,7,Perez,Sainz,1,2021,R
Qatar,8,14,Ricciardo,Giovinazzi,1,2021,R
Qatar,9,6,Perez,Ocon,1,2021,R
Qatar,9,9,Stroll,Tsunoda,1,2021,R
Qatar,9,10,Bottas,Tsunoda,1,2021,R
Qatar,10,9,Bottas,Stroll,1,2021,R
Qatar,12,4,Norris,Gasly,1,2021,R
Qatar,13,5,Perez,Gasly,1,2021,R
Qatar,14,13,Vettel,Russell,1,2021,R
Qatar,15,7,Bottas,Sainz,1,2021,R
Qatar,16,4,Perez,Norris,1,2021,R
Qatar,16,16,Gasly,Mazepin,1,2021,R
Qatar,17,6,Bottas,Ocon,1,2021,R
Qatar,18,13,Gasly,Schumacher,1,2021,R
Qatar,21,15,Tsunoda,Mazepin,1,2021,R
Qatar,22,15,Raikkonen,Mazepin,1,2021,R
Qatar,23,4,Bottas,Norris,1,2021,R
Qatar,23,10,Perez,Vettel,1,2021,R
Qatar,24,16,Giovinazzi,Mazepin,1,2021,R
Qatar,25,7,Perez,Ricciardo,1,2021,R
Qatar,27,5,Alonso,Leclerc,1,2021,R
Qatar,27,6,Perez,Leclerc,7,2021,R
Qatar,27,14,Giovinazzi,Ricciardo,1,2021,R
Qatar,29,4,Perez,Alonso,2,2021,R
Qatar,39,15,Tsunoda,Latifi,1,2021,R
Qatar,40,18,Giovinazzi,Schumacher,1,2021,R
Qatar,42,12,Bottas,Ricciardo,1,2021,R
Qatar,42,16,Raikkonen,Latifi,2,2021,R
Qatar,44,14,Tsunoda,Russell,2,2021,R
Qatar,46,6,Perez,Stroll,1,2021,R
Qatar,47,5,Perez,Ocon,1,2021,R
Qatar,49,15,Raikkonen,Russell,1,2021,R
Qatar,51,10,Norris,Gasly,1,2021,R
Qatar,54,9,Norris,Vettel,1,2021,R
Saudi Arabia,2,10,Alonso,Giovinazzi,1,2021,R
Saudi Arabia,4,12,Sainz,Tsunoda,1,2021,R
Saudi Arabia,7,10,Giovinazzi,Alonso,1,2021,R
Saudi Arabia,8,8,Ricciardo,Gasly,1,2021,R
Saudi Arabia,8,11,Sainz,Alonso,1,2021,R
Saudi Arabia,10,10,Sainz,Giovinazzi,1,2021,R
Saudi Arabia,18,2,Hamilton,Ocon,1,2021,R
Saudi Arabia,26,11,Raikkonen,Vettel,1,2021,R
Saudi Arabia,26,11,Vettel,Raikkonen,3,2021,R
Saudi Arabia,26,11,Norris,Vettel,13,2021,R
Saudi Arabia,26,12,Latifi,Vettel,14,2021,R
Saudi Arabia,34,13,Alonso,Vettel,1,2021,R
Saudi Arabia,37,10,Norris,Stroll,1,2021,R
Saudi Arabia,38,4,Bottas,Ricciardo,27,2021,R
Saudi Arabia,40,4,Bottas,Ricciardo,1,2021,R
Saudi Arabia,42,1,Verstappen,Hamilton,27,2021,R
Saudi Arabia,43,1,Hamilton,Verstappen,27,2021,R
Abu Dhabi,5,14,Vettel,Stroll,6,2021,R
Abu Dhabi,14,4,Verstappen,Norris,6,2021,R
Abu Dhabi,14,6,Tsunoda,Leclerc,5,2021,R
Abu Dhabi,14,6,Leclerc,Tsunoda,9,2021,R
Abu Dhabi,17,15,Leclerc,Latifi,6,2021,R
Abu Dhabi,18,3,Verstappen,Sainz,6,2021,R
Abu Dhabi,20,1,Hamilton,Perez,6,2021,R
Abu Dhabi,20,1,Perez,Hamilton,6,2021,R
Abu Dhabi,20,1,Hamilton,Perez,7,2021,R
Abu Dhabi,20,1,Perez,Hamilton,9,2021,R
Abu Dhabi,21,1,Hamilton,Perez,6,2021,R
Abu Dhabi,25,15,Vettel,Russell,9,2021,R
Abu Dhabi,25,14,Giovinazzi,Russell,6,2021,R
Abu Dhabi,27,13,Giovinazzi,Latifi,9,2021,R
Abu Dhabi,28,14,Vettel,Latifi,6,2021,R
Abu Dhabi,34,8,Bottas,Leclerc,6,2021,R
Abu Dhabi,37,7,Alonso,Tsunoda,12,2021,R
Abu Dhabi,38,7,Tsunoda,Alonso,9,2021,R
Abu Dhabi,39,8,Gasly,Alonso,6,2021,R
Abu Dhabi,39,8,Alonso,Gasly,9,2021,R
Abu Dhabi,41,8,Gasly,Alonso,6,2021,R
Abu Dhabi,49,9,Norris,Ocon,6,2021,R
Abu Dhabi,50,8,Norris,Alonso,6,2021,R
Abu Dhabi,58,1,Verstappen,Hamilton,5,2021,R
Bahrain,2,16,Stroll,Norris,1,2022,R
Bahrain,2,18,Zhou,Latifi,4,2022,R
Bahrain,3,5,Perez,Magnussen,4,2022,R
Bahrain,3,17,Zhou,Norris,1,2022,R
Bahrain,4,16,Zhou,Stroll,5,2022,R
Bahrain,5,6,Russell,Magnussen,1,2022,R
Bahrain,5,11,Tsunoda,Albon,1,2022,R
Bahrain,5,15,Zhou,Hulkenberg,14,2022,R
Bahrain,6,13,Bottas,Schumacher,1,2022,R
Bahrain,6,19,Ricciardo,Latifi,13,2022,R
Bahrain,7,14,Zhou,Schumacher,1,2022,R
Bahrain,7,19,Latifi,Ricciardo,4,2022,R
Bahrain,8,9,Ocon,Alonso,1,2022,R
Bahrain,8,12,Bottas,Albon,11,2022,R
Bahrain,9,16,Stroll,Hulkenberg,1,2022,R
Bahrain,10,4,Perez,Hamilton,4,2022,R
Bahrain,10,13,Zhou,Albon,4,2022,R
Bahrain,10,15,Stroll,Schumacher,4,2022,R
Bahrain,12,11,Zhou,Hamilton,3,2022,R
Bahrain,12,18,Ricciardo,Latifi,8,2022,R
Bahrain,13,11,Hamilton,Zhou,1,2022,R
Bahrain,13,17,Alonso,Ricciardo,4,2022,R
Bahrain,13,18,Alonso,Latifi,11,2022,R
Bahrain,14,14,Alonso,Hulkenberg,4,2022,R
Bahrain,14,15,Alonso,Norris,1,2022,R
Bahrain,14,19,Schumacher,Albon,8,2022,R
Bahrain,15,9,Magnussen,Stroll,4,2022,R
Bahrain,15,11,Alonso,Gasly,8,2022,R
Bahrain,16,8,Gasly,Alonso,1,2022,R
Bahrain,16,9,Gasly,Stroll,1,2022,R
Bahrain,16,9,Alonso,Stroll,4,2022,R
Bahrain,16,11,Ocon,Hulkenberg,1,2022,R
Bahrain,16,12,Ocon,Norris,4,2022,R
Bahrain,16,13,Ocon,Ricciardo,11,2022,R
Bahrain,16,14,Tsunoda,Ricciardo,1,2022,R
Bahrain,16,17,Schumacher,Zhou,4,2022,R
Bahrain,17,1,Verstappen,Leclerc,1,2022,R
Bahrain,17,1,Leclerc,Verstappen,4,2022,R
Bahrain,17,13,Tsunoda,Hulkenberg,1,2022,R
Bahrain,17,12,Tsunoda,Norris,1,2022,R
Bahrain,17,13,Bottas,Norris,4,2022,R
Bahrain,17,12,Norris,Hulkenberg,8,2022,R
Bahrain,17,14,Bottas,Hulkenberg,9,2022,R
Bahrain,17,15,Bottas,Ricciardo,9,2022,R
Bahrain,17,17,Zhou,Schumacher,1,2022,R
Bahrain,18,1,Verstappen,Leclerc,1,2022,R
Bahrain,18,1,Leclerc,Verstappen,4,2022,R
Bahrain,18,15,Zhou,Hulkenberg,4,2022,R
Bahrain,18,16,Schumacher,Hulkenberg,1,2022,R
Bahrain,19,1,Verstappen,Leclerc,1,2022,R
Bahrain,19,1,Leclerc,Verstappen,1,2022,R
Bahrain,19,13,Zhou,Norris,1,2022,R
Bahrain,19,14,Schumacher,Norris,11,2022,R
Bahrain,21,17,Stroll,Latifi,4,2022,R
Bahrain,22,15,Albon,Norris,1,2022,R
Bahrain,24,16,Stroll,Norris,4,2022,R
Bahrain,26,14,Alonso,Albon,11,2022,R
Bahrain,27,15,Stroll,Albon,10,2022,R
Bahrain,28,17,Ricciardo,Latifi,8,2022,R
Bahrain,30,12,Alonso,Schumacher,4,2022,R
Bahrain,30,14,Tsunoda,Stroll,11,2022,R
Bahrain,31,7,Hamilton,Gasly,1,2022,R
Bahrain,32,12,Ocon,Schumacher,1,2022,R
Bahrain,33,6,Hamilton,Magnussen,14,2022,R
Bahrain,33,13,Tsunoda,Schumacher,11,2022,R
Bahrain,34,17,Norris,Hulkenberg,4,2022,R
Bahrain,35,9,Gasly,Magnussen,4,2022,R
Bahrain,36,9,Magnussen,Gasly,4,2022,R
Bahrain,37,7,Magnussen,Zhou,1,2022,R
Bahrain,38,9,Ocon,Alonso,1,2022,R
Bahrain,40,10,Tsunoda,Alonso,1,2022,R
Bahrain,42,11,Bottas,Alonso,1,2022,R
Bahrain,42,19,Norris,Hulkenberg,11,2022,R
Bahrain,43,18,Norris,Latifi,9,2022,R
Bahrain,51,10,Tsunoda,Schumacher,4,2022,R
Bahrain,51,11,Alonso,Schumacher,11,2022,R
Bahrain,52,12,Zhou,Schumacher,11,2022,R
Bahrain,54,2,Sainz,Verstappen,11,2022,R
Saudi Arabia,2,10,Norris,Gasly,1,2022,R
Saudi Arabia,2,17,Zhou,Latifi,1,2022,R
Saudi Arabia,3,5,Russell,Ocon,27,2022,R
Saudi Arabia,3,16,Zhou,Hulkenberg,27,2022,R
Saudi Arabia,4,10,Gasly,Norris,27,2022,R
Saudi Arabia,7,6,Alonso,Ocon,1,2022,R
Saudi Arabia,7,16,Hulkenberg,Albon,1,2022,R
Saudi Arabia,9,12,Hamilton,Stroll,27,2022,R
Saudi Arabia,11,11,Hamilton,Norris,27,2022,R
Saudi Arabia,11,13,Zhou,Stroll,1,2022,R
Saudi Arabia,12,14,Hulkenberg,Stroll,27,2022,R
Saudi Arabia,14,7,Bottas,Ocon,1,2022,R
Saudi Arabia,14,10,Hamilton,Gasly,1,2022,R
Saudi Arabia,15,15,Ricciardo,Latifi,1,2022,R
Saudi Arabia,23,6,Hamilton,Magnussen,27,2022,R
Saudi Arabia,24,6,Magnussen,Hamilton,1,2022,R
Saudi Arabia,24,9,Bottas,Hulkenberg,1,2022,R
Saudi Arabia,25,6,Hamilton,Magnussen,1,2022,R
Saudi Arabia,25,10,Ocon,Hulkenberg,1,2022,R
Saudi Arabia,25,11,Ricciardo,Hulkenberg,27,2022,R
Saudi Arabia,28,12,Norris,Hulkenberg,1,2022,R
Saudi Arabia,29,13,Gasly,Hulkenberg,1,2022,R
Saudi Arabia,35,7,Alonso,Magnussen,1,2022,R
Saudi Arabia,41,10,Magnussen,Albon,27,2022,R
Saudi Arabia,42,1,Verstappen,Leclerc,27,2022,R
Saudi Arabia,43,1,Leclerc,Verstappen,1,2022,R
Saudi Arabia,43,9,Magnussen,Stroll,1,2022,R
Saudi Arabia,43,11,Hamilton,Albon,1,2022,R
Saudi Arabia,45,10,Hamilton,Stroll,1,2022,R
Saudi Arabia,48,6,Norris,Ocon,27,2022,R
Saudi Arabia,50,6,Ocon,Norris,1,2022,R
Australia,10,3,Perez,Hamilton,3,2022,R
Australia,11,14,Magnussen,Zhou,11,2022,R
Australia,12,13,Magnussen,Schumacher,10,2022,R
Australia,12,14,Zhou,Schumacher,12,2022,R
Australia,13,16,Albon,Latifi,1,2022,R
Australia,13,17,Stroll,Latifi,3,2022,R
Australia,16,11,Bottas,Tsunoda,1,2022,R
Australia,19,8,Alonso,Gasly,3,2022,R
Australia,19,11,Magnussen,Zhou,11,2022,R
Australia,22,10,Stroll,Albon,3,2022,R
Australia,23,5,Perez,Hamilton,9,2022,R
Australia,28,12,Stroll,Bottas,11,2022,R
Australia,30,4,Perez,Alonso,3,2022,R
Australia,31,5,Hamilton,Alonso,1,2022,R
Australia,31,15,Schumacher,Tsunoda,11,2022,R
Australia,34,7,Norris,Magnussen,1,2022,R
Australia,34,16,Zhou,Tsunoda,1,2022,R
Australia,35,8,Ricciardo,Magnussen,1,2022,R
Australia,36,3,Perez,Russell,11,2022,R
Australia,39,9,Bottas,Stroll,1,2022,R
Australia,40,9,Stroll,Bottas,3,2022,R
Australia,40,10,Gasly,Bottas,3,2022,R
Australia,40,13,Alonso,Zhou,3,2022,R
Australia,42,16,Magnussen,Latifi,3,2022,R
Australia,45,12,Alonso,Schumacher,3,2022,R
Australia,45,15,Magnussen,Tsunoda,11,2022,R
Australia,50,9,Gasly,Stroll,1,2022,R
Australia,50,14,Magnussen,Schumacher,3,2022,R
Australia,51,10,Bottas,Stroll,1,2022,R
Australia,52,12,Zhou,Alonso,1,2022,R
Australia,52,13,Magnussen,Alonso,3,2022,R
Australia,53,14,Schumacher,Alonso,1,2022,R
Australia,56,11,Zhou,Stroll,1,2022,R
Australia,56,13,Schumacher,Magnussen,3,2022,R
Emilia-Romagna S,5,17,Albon,Latifi,1,2022,R
Emilia-Romagna S,7,7,Sainz,Alonso,1,2022,R
Emilia-Romagna S,8,4,Perez,Magnussen,1,2022,R
Emilia-Romagna S,8,14,Hamilton,Stroll,1,2022,R
Emilia-Romagna S,9,9,Bottas,Vettel,1,2022,R
Emilia-Romagna S,9,18,Gasly,Latifi,1,2022,R
Emilia-Romagna S,11,3,Perez,Norris,1,2022,R
